name,company,price,original_price,discount,offers,url,page,discount_pct,savings,price_band,high_discount
Men Self Design Zip Neck Polycotton Black T-Shirt,KAJARU,336,999,66,"Buy 2 items, save extra 5%",https://www.flipkart.com/kajaru-self-design-men-zip-neck-black-t-shirt/p/itmfac6653d99aa4?pid=TSHHGFPZFKEPMWSU&lid=LSTTSHHGFPZFKEPMWSUL8DW7A&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_852&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYu9OGSFfG3cT9oHKJa1VMWelWqHXGWxJh9wa9oNgLREHQ%3D%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,66.37,663,Budget,1
Men Slim Fit Solid Casual Shirt,WROGN,972,2199,55,Hot Deal,https://www.flipkart.com/wrogn-men-solid-casual-black-shirt/p/itm14601c56a2fb1?pid=SHTGYJBEYU9VBVZ5&lid=LSTSHTGYJBEYU9VBVZ5SUQIHT&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_853&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.SHTGYJBEYU9VBVZ5.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,55.8,1227,Premium,1
Men Regular Fit Solid Spread Collar Casual Shirt,METRONAUT,338,1999,83,No Offer,https://www.flipkart.com/metronaut-men-solid-casual-blue-shirt/p/itme4c519259391d?pid=SHTHHV23MRSR8GZ2&lid=LSTSHTHHV23MRSR8GZ2QPWYZ3&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_854&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.SHTHHV23MRSR8GZ2.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,83.09,1661,Budget,1
Men Regular Fit Solid Casual Shirt,Feel high,393,1299,69,Hot Deal,https://www.flipkart.com/feel-high-men-solid-casual-white-black-shirt/p/itm9fd6c341bb8a8?pid=SHTGGC233MB8JANZ&lid=LSTSHTGGC233MB8JANZTNPMQT&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_855&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYtYBxR3IYe076OzvGuoRsDl2NtXyeEXMkGjppvRnngQjw%3D%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,69.75,906,Budget,1
Men Striped Zip Neck Cotton Blend Brown T-Shirt,Try This,287,999,71,Hot Deal,https://www.flipkart.com/try-striped-men-zip-neck-brown-t-shirt/p/itmab94c43639002?pid=TSHH96NMJMR4JAFB&lid=LSTTSHH96NMJMR4JAFBJSQ3J9&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_856&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.TSHH96NMJMR4JAFB.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,71.27,712,Budget,1
Men Regular Fit Solid Button Down Collar Formal Shirt,DEEMOON,360,1499,75,"Buy 2 items, save extra 5%",https://www.flipkart.com/deemoon-men-solid-formal-pink-shirt/p/itm389495269b40a?pid=SHTH7ECYTSQPGXBQ&lid=LSTSHTH7ECYTSQPGXBQYQGZYZ&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_857&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYuAhk65X0kE9wPYObIbWOq4uPS-tUHaHzwfWHUADYhVcPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,75.98,1139,Budget,1
"Pack of 2 Men Striped Polo Neck Cotton Blend Green, Mul...",rggarment,421,1699,75,Hot Deal,https://www.flipkart.com/rggarment-striped-men-polo-neck-green-multicolor-t-shirt/p/itm31059ead53f93?pid=TSHH5FZ4YXVHTXKJ&lid=LSTTSHH5FZ4YXVHTXKJIWBTKL&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_858&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYtfRzyj0jBx1opmut7CJ2gAUUSp2g_BKCD0kIQzUV66RfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,75.22,1278,Budget,1
Men Slim Fit Solid Mandarin Collar Casual Shirt,FUBAR,231,1098,78,Hot Deal,https://www.flipkart.com/fubar-men-solid-casual-purple-shirt/p/itm1e1e4cd64f32d?pid=SHTFB6HBFMBTGAQM&lid=LSTSHTFB6HBFMBTGAQMP7U8AL&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_859&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.SHTFB6HBFMBTGAQM.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,78.96,867,Budget,1
Men Printed Round Neck Polyester Blue T-Shirt,HRX by Hrithik Roshan,279,899,68,Hot Deal,https://www.flipkart.com/hrx-hrithik-roshan-printed-men-round-neck-blue-t-shirt/p/itm71192143224e2?pid=TSHGUFPPZDZS3RAQ&lid=LSTTSHGUFPPZDZS3RAQMMCTRM&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_860&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.TSHGUFPPZDZS3RAQ.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,68.97,620,Budget,1
Pack of 3 Men Solid Round Neck Cotton Blend Multicolor ...,BLIVE,475,1999,76,Hot Deal,https://www.flipkart.com/blive-solid-men-round-neck-multicolor-t-shirt/p/itm2efe30e830368?pid=TSHH7ZEGYTGCVTG8&lid=LSTTSHH7ZEGYTGCVTG8W945VX&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_861&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYtuu6ZiqEKIklh3cPSE4t_0jCeSp8AMLyfhW8J_mMmpJo06z3QAm4-AoFL_C4Jep-g%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,76.24,1524,Budget,1
Men Slim Fit Self Design Spread Collar Casual Shirt,PEARL OCEAN,328,999,67,Hot Deal,https://www.flipkart.com/pearl-ocean-men-self-design-casual-black-shirt/p/itm649b9877287ac?pid=SHTG9YS6BC5JEDPY&lid=LSTSHTG9YS6BC5JEDPYDJHC6A&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_862&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYtFh1IACuAqvvcVbfMXxV0EHy69wQ7u8toNfjgbYkRRTw%3D%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,67.17,671,Budget,1
Men Regular Fit Checkered Spread Collar Casual Shirt,HKV FASHION,225,1999,88,Hot Deal,https://www.flipkart.com/hkv-fashion-men-checkered-casual-brown-black-shirt/p/itm9fdb94acdace5?pid=SHTH9HMT6TZVQC7F&lid=LSTSHTH9HMT6TZVQC7F2AFONI&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_863&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.SHTH9HMT6TZVQC7F.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,88.74,1774,Budget,1
Men Regular Fit Solid Button Down Collar Formal Shirt,DEEMOON,350,1499,76,Hot Deal,https://www.flipkart.com/deemoon-men-solid-formal-red-shirt/p/itmd55edb5186119?pid=SHTH7ECYFUYJRYRH&lid=LSTSHTH7ECYFUYJRYRHLAYW4R&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_864&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.SHTH7ECYFUYJRYRH.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,76.65,1149,Budget,1
Men Solid Polo Neck Polyester Blue T-Shirt,3BROS,246,999,75,Hot Deal,https://www.flipkart.com/3bros-solid-men-polo-neck-blue-t-shirt/p/itm448f44473c415?pid=TSHH9PCNWX8BU8EY&lid=LSTTSHH9PCNWX8BU8EYDMPFXT&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_865&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYsvYktrOFED8r-IGXXYkwgOjNr68YvFglFThRNhN_mkPg%3D%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,75.38,753,Budget,1
Men Military Camouflage Round Neck Cotton Blend Multico...,Leotude,262,1099,76,Hot Deal,https://www.flipkart.com/leotude-military-camouflage-men-round-neck-multicolor-t-shirt/p/itmf301991534dfe?pid=TSHFW9H6CWRYZW8V&lid=LSTTSHFW9H6CWRYZW8VK34GKD&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_866&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.TSHFW9H6CWRYZW8V.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,76.16,837,Budget,1
Men Solid Round Neck Nylon Black T-Shirt,NINQ,289,749,61,Hot Deal,https://www.flipkart.com/ninq-solid-men-round-neck-black-t-shirt/p/itm22792ec0f2e87?pid=TSHHFVCT8XVBTAJV&lid=LSTTSHHFVCT8XVBTAJVYC6WWV&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_867&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYtKYCaW0NCkhY18ZLSuPOhHotOawE6bs4lctAdnTfDoHPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,61.42,460,Budget,1
Men Solid Mandarin Collar Cotton Blend Black T-Shirt,TRIPR,212,1999,89,Hot Deal,https://www.flipkart.com/tripr-solid-men-mandarin-collar-black-t-shirt/p/itm7dd5187e59102?pid=TSHHFKDVHNHZEZPA&lid=LSTTSHHFKDVHNHZEZPAUD2PN3&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_868&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYswCSqYjC_Wuqad38swqDah3cXnCtVFOxvQtyjguC8ZNgaKg8hQxVtMHqLTdaqeDbc%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,89.39,1787,Budget,1
Men Solid Zip Neck Polycotton White T-Shirt,INDICLUB,251,999,74,Hot Deal,https://www.flipkart.com/indiclub-solid-men-zip-neck-white-t-shirt/p/itm677812678f1a1?pid=TSHH7X9GWNHZHTGN&lid=LSTTSHH7X9GWNHZHTGN2SHT71&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_869&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.TSHH7X9GWNHZHTGN.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,74.87,748,Budget,1
Men Regular Fit Solid Spread Collar Casual Shirt,The Indian Garage Co.,507,1749,71,Hot Deal,https://www.flipkart.com/indian-garage-co-men-solid-casual-blue-shirt/p/itmc2d3824744a02?pid=SHTGMNHSFZT9VFUH&lid=LSTSHTGMNHSFZT9VFUHX11KIN&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_870&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.SHTGMNHSFZT9VFUH.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,71.01,1242,Premium,1
Men Regular Fit Striped Spread Collar Formal Shirt,MILDIN,446,1999,77,Hot Deal,https://www.flipkart.com/mildin-men-striped-formal-grey-shirt/p/itm76b19011532d7?pid=SHTH9XDWWJUWXJGP&lid=LSTSHTH9XDWWJUWXJGPGYMUGK&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_871&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYtrc3Aztr2tQwx2qJEmS0Az8tRnddh0pgxnRrfywEA2pQ%3D%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,77.69,1553,Budget,1
Men Regular Fit Solid Button Down Collar Casual Shirt,DIMMY,475,1999,76,"Buy 2 items, save extra 5%",https://www.flipkart.com/dimmy-men-solid-casual-yellow-shirt/p/itm931e862dc27f9?pid=SHTHH7P9VJDMP8GU&lid=LSTSHTHH7P9VJDMP8GU00XXXU&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_872&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYuLBWagZmTOoLqtyAB_YSfmMcpVn4gIoUwK5Z_iVl5vm_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,76.24,1524,Budget,1
Pack of 2 Men Colorblock Round Neck Polyester Red T-Shi...,KASPY,153,499,69,Hot Deal,https://www.flipkart.com/kaspy-colorblock-men-round-neck-red-t-shirt/p/itm7d50218b82219?pid=TSHH6CHETXEZBR2C&lid=LSTTSHH6CHETXEZBR2C0PQBLF&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_873&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.TSHH6CHETXEZBR2C.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,69.34,346,Budget,1
Men Regular Fit Solid Spread Collar Casual Shirt,Voroxy,246,2199,88,Hot Deal,https://www.flipkart.com/voroxy-men-solid-casual-light-blue-shirt/p/itm665e419cef50b?pid=SHTGSZ7BNAYSSPPH&lid=LSTSHTGSZ7BNAYSSPPH5VFJOW&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_874&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.SHTGSZ7BNAYSSPPH.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,88.81,1953,Budget,1
Self Design Men Round Neck Polycotton Grey T-Shirt,METRONAUT,265,1999,86,No Offer,https://www.flipkart.com/metronaut-self-design-men-round-neck-grey-t-shirt/p/itmd93c1fad3a0ed?pid=TSHGMGFWR6JVTNFG&lid=LSTTSHGMGFWR6JVTNFGQKBWGE&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_875&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYsRJQSXMVLURkFJ1s7G93xQpJmNIBo0UU6TTWAhNaJkVvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,86.74,1734,Budget,1
Pack of 5 Men Solid Round Neck Polyester White T-Shirt,Think Tech,415,2495,83,Hot Deal,https://www.flipkart.com/think-tech-solid-men-round-neck-white-t-shirt/p/itm404d55a89d585?pid=TSHHFK75MV6NG4UZ&lid=LSTTSHHFK75MV6NG4UZRIDBIP&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_876&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.TSHHFK75MV6NG4UZ.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,83.37,2080,Budget,1
"Men Striped Round Neck Polyester Grey, White T-Shirt",Force,243,1999,87,Hot Deal,https://www.flipkart.com/force-striped-men-round-neck-grey-white-t-shirt/p/itm18766c14e265d?pid=TSHH6TZKK6GDWGXX&lid=LSTTSHH6TZKK6GDWGXXBIQBLD&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_877&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYuVFGWyNBXnra-nhxLwJy-cZpakpGvh2O4mMLyJXLIqrA%3D%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,87.84,1756,Budget,1
Men Regular Fit Checkered Button Down Collar Casual Shi...,RED TAPE,629,3499,82,Hot Deal,https://www.flipkart.com/red-tape-men-checkered-casual-dark-blue-grey-shirt/p/itm39f07276ea8ec?pid=SHTGYDJ839QWT5TK&lid=LSTSHTGYDJ839QWT5TKZX6CPK&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_878&otracker=browse&fm=organic&iid=en_RkqqzoB4LtaLEmjcv2DepI8cYF9XBtG_0VPxlp5KfYuPojd41eBsrT5OArNwpZ7G4yhDb1NLOwP9LZH6qzIchEF-RT516lNv_aeXIPaRjgQ%3D&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,82.02,2870,Premium,1
Men Regular Fit Self Design Spread Collar Casual Shirt,Solbiza,208,1299,83,Hot Deal,https://www.flipkart.com/solbiza-men-self-design-casual-black-white-grey-shirt/p/itm54d898e209707?pid=SHTGRM628GWGWZJF&lid=LSTSHTGRM628GWGWZJFOJSMIB&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_879&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.SHTGRM628GWGWZJF.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,83.99,1091,Budget,1
"Men Printed, Typography Round Neck Pure Cotton Grey T-S...",Magneto,258,1299,80,Hot Deal,https://www.flipkart.com/magneto-printed-typography-men-round-neck-grey-t-shirt/p/itmfcb7d807b7784?pid=TSHH2XBYXRTCWNXK&lid=LSTTSHH2XBYXRTCWNXKNQRFT5&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_880&otracker=browse&fm=organic&iid=98340738-46c2-46d0-a83b-ad2cbba8ee2b.TSHH2XBYXRTCWNXK.SEARCH&ppt=None&ppn=None&ssid=5j4wzhyjsw0000001769929093259,22,80.14,1041,Budget,1
Men Regular Fit Solid Casual Shirt,Congo Fit,431,999,56,"Buy 2 items, save extra 5%",https://www.flipkart.com/congo-fit-men-solid-casual-light-blue-shirt/p/itm72c9cbcacad51?pid=SHTHJGPERC6ZAVZH&lid=LSTSHTHJGPERC6ZAVZHM7DU1B&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_881&otracker=browse&fm=organic&iid=en_fHvqs38OjzxW0_UJrkop88yRIF1FeKwjRHIjZydFS6ByXodEjo-R7a-A0v5WExmIeKiRm8Yd57JAncB0HfDw3Q%3D%3D&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,56.86,568,Budget,1
Pack of 4 Men Solid Round Neck Cotton Blend Multicolor ...,TRIPR,459,1999,77,"Buy 2 items, save extra 5%",https://www.flipkart.com/tripr-solid-men-round-neck-multicolor-t-shirt/p/itmbdcd52a2172b8?pid=TSHH7USMSJHNXAWQ&lid=LSTTSHH7USMSJHNXAWQVAAK7N&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_882&otracker=browse&fm=organic&iid=en_fHvqs38OjzxW0_UJrkop88yRIF1FeKwjRHIjZydFS6BiOZ67DeqBeKCBnVtLIYhWt576SpW4bn0UElIK5yDtIoQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,77.04,1540,Budget,1
Men Solid Polo Neck Polycotton Green T-Shirt,PETER ENGLAND,604,1099,45,Hot Deal,https://www.flipkart.com/peter-england-solid-men-polo-neck-green-t-shirt/p/itm3486c16e71fdf?pid=TSHGQAN4YH4H9WH7&lid=LSTTSHGQAN4YH4H9WH7SLVOFA&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_883&otracker=browse&fm=organic&iid=cc5d4e0b-d2ae-468e-9d10-b3aa3d2fc693.TSHGQAN4YH4H9WH7.SEARCH&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,45.04,495,Premium,0
Men Regular Fit Checkered Cut Away Collar Casual Shirt,indicare,266,1499,82,Hot Deal,https://www.flipkart.com/indicare-men-checkered-casual-multicolor-shirt/p/itm15b677ea60771?pid=SHTH26MYTEZZZUGN&lid=LSTSHTH26MYTEZZZUGNOSVQUW&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_884&otracker=browse&fm=organic&iid=cc5d4e0b-d2ae-468e-9d10-b3aa3d2fc693.SHTH26MYTEZZZUGN.SEARCH&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,82.25,1233,Budget,1
Men Solid Polo Neck Polyester Navy Blue T-Shirt,N AND J,266,799,66,Hot Deal,https://www.flipkart.com/n-j-solid-men-polo-neck-navy-blue-t-shirt/p/itm31cdf23c41b76?pid=TSHGTUHXDZMBYGQG&lid=LSTTSHGTUHXDZMBYGQGVLJFNT&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_885&otracker=browse&fm=organic&iid=en_fHvqs38OjzxW0_UJrkop88yRIF1FeKwjRHIjZydFS6AQQ0dY0W118pJYSSq8c3HR23-t89_F_ACNrZG-i_yZ-Q%3D%3D&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,66.71,533,Budget,1
Men Slim Fit Printed Cut Away Collar Casual Shirt,The Indian Garage Co.,507,1749,71,Hot Deal,https://www.flipkart.com/indian-garage-co-men-printed-casual-grey-shirt/p/itm5ec1fde970873?pid=SHTGHYCJD5Q2AYJX&lid=LSTSHTGHYCJD5Q2AYJXD1QMJS&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_886&otracker=browse&fm=organic&iid=cc5d4e0b-d2ae-468e-9d10-b3aa3d2fc693.SHTGHYCJD5Q2AYJX.SEARCH&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,71.01,1242,Premium,1
Self Design Men Round Neck Polycotton Dark Green T-Shir...,METRONAUT,235,1999,88,Hot Deal,https://www.flipkart.com/metronaut-self-design-men-round-neck-dark-green-t-shirt/p/itm620c29b9beba4?pid=TSHGMGFWK5SSMFAU&lid=LSTTSHGMGFWK5SSMFAUN8YVAG&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_887&otracker=browse&fm=organic&iid=en_fHvqs38OjzxW0_UJrkop88yRIF1FeKwjRHIjZydFS6C0daAT8DtsXntZ1i4ofLdcEV4i3NEsjtmHilBBh8of8g%3D%3D&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,88.24,1764,Budget,1
"Pack of 4 Men Solid Round Neck Polyester Silver, Blue, ...",FTX,392,1499,73,Hot Deal,https://www.flipkart.com/ftx-solid-men-round-neck-silver-blue-black-grey-t-shirt/p/itm39275afebb5b2?pid=TSHGEMGVQZ2TS6MF&lid=LSTTSHGEMGVQZ2TS6MFIZ62F2&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_888&otracker=browse&fm=organic&iid=en_fHvqs38OjzxW0_UJrkop88yRIF1FeKwjRHIjZydFS6A3dG6ZeTTQE9s4xNdqBmyT8J9KgKb5WcERH4M1Ols2xA%3D%3D&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,73.85,1107,Budget,1
Men Solid Polo Neck Pure Cotton Black T-Shirt,Snitch,1398,1399,0,No Offer,https://www.flipkart.com/snitch-solid-men-polo-neck-black-t-shirt/p/itm7e8eed520ca6a?pid=TSHH5RCM5M9NWQQT&lid=LSTTSHH5RCM5M9NWQQTYT7TQX&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_889&otracker=browse&fm=organic&iid=cc5d4e0b-d2ae-468e-9d10-b3aa3d2fc693.TSHH5RCM5M9NWQQT.SEARCH&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,0.07,1,Premium,0
Men Slim Fit Checkered Cut Away Collar Casual Shirt,HIGHLANDER,558,1299,57,Hot Deal,https://www.flipkart.com/highlander-men-checkered-casual-multicolor-shirt/p/itmfdbenh7dm575h?pid=SHTFDBEMVFYSX5A3&lid=LSTSHTFDBEMVFYSX5A30BL9XV&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_890&otracker=browse&fm=organic&iid=cc5d4e0b-d2ae-468e-9d10-b3aa3d2fc693.SHTFDBEMVFYSX5A3.SEARCH&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,57.04,741,Premium,1
Men Regular Fit Solid Button Down Collar Casual Shirt,RED TAPE,665,3599,81,Hot Deal,https://www.flipkart.com/red-tape-men-solid-casual-cream-shirt/p/itm0156fcde4db3c?pid=SHTGYGFYUZZV4VCA&lid=LSTSHTGYGFYUZZV4VCA4GVYJP&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_891&otracker=browse&fm=organic&iid=en_fHvqs38OjzxW0_UJrkop88yRIF1FeKwjRHIjZydFS6C6GDRQwMx3EGvcH-4KgfePd9Wm7nG2heOEzkWWmpdSuYnfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,81.52,2934,Premium,1
Men Self Design Zip Neck Polycotton Black T-Shirt,KAJARU,336,999,66,"Buy 2 items, save extra 5%",https://www.flipkart.com/kajaru-self-design-men-zip-neck-black-t-shirt/p/itmfac6653d99aa4?pid=TSHHGFPZFKEPMWSU&lid=LSTTSHHGFPZFKEPMWSUL8DW7A&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_892&otracker=browse&fm=organic&iid=en_fHvqs38OjzxW0_UJrkop88yRIF1FeKwjRHIjZydFS6AeqbrGyVGSIT8Gjs0caCYaPXBVFm-Hz2X3qqyfR92cTA%3D%3D&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,66.37,663,Budget,1
Men Regular Fit Solid Spread Collar Casual Shirt,VeBNoR,202,999,79,Hot Deal,https://www.flipkart.com/vebnor-men-solid-casual-brown-shirt/p/itm94fc07b0fb18a?pid=SHTHF7G6XFY4W9UD&lid=LSTSHTHF7G6XFY4W9UDXMGRMZ&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_893&otracker=browse&fm=organic&iid=cc5d4e0b-d2ae-468e-9d10-b3aa3d2fc693.SHTHF7G6XFY4W9UD.SEARCH&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,79.78,797,Budget,1
Men Slim Fit Solid Mandarin Collar Casual Shirt,FUBAR,235,1098,78,Hot Deal,https://www.flipkart.com/fubar-men-solid-casual-maroon-shirt/p/itmfhy5qrqhjkvcn?pid=SHTFHXGEZ8ZXCMGW&lid=LSTSHTFHXGEZ8ZXCMGWKEE0TQ&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_894&otracker=browse&fm=organic&iid=cc5d4e0b-d2ae-468e-9d10-b3aa3d2fc693.SHTFHXGEZ8ZXCMGW.SEARCH&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,78.6,863,Budget,1
Men Regular Fit Solid Casual Shirt,Feel high,393,1299,69,Hot Deal,https://www.flipkart.com/feel-high-men-solid-casual-white-black-shirt/p/itm9fd6c341bb8a8?pid=SHTGGC233MB8JANZ&lid=LSTSHTGGC233MB8JANZTNPMQT&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_895&otracker=browse&fm=organic&iid=en_fHvqs38OjzxW0_UJrkop88yRIF1FeKwjRHIjZydFS6CgTLr0NfyDQybHyfL1e2PjWgIavL9PENtMF-XIuDP0zA%3D%3D&ppt=None&ppn=None&ssid=k4qbjc5its0000001769929098958,23,69.75,906,Budget,1
